"acousticness","danceability","duration_ms","energy","genre","instrumentalness","key","liveness","loudness","mode","song_name","speechiness","tempo","time_signature","valence"
0.222,0.537,179773,0.471,"Underground Rap",0,0,0.0837,-9.75,0,"MONARCH",0.207,196.162,3,0.389
0.146,0.8,176797,0.794,"Underground Rap",0,10,0.128,-5.551,0,"Colors",0.23,184.1,4,0.438
0.106,0.383,161143,0.917,"Underground Rap",0,2,0.36,-3.719,1,"NATURAL LEAF",0.304,136.614,4,0.616
0.0114,0.644,185574,0.712,"Underground Rap",0,5,0.0877,-7.57,0,"Fakin'",0.317,171.993,4,0.673
0.0127,0.823,179043,0.298,"Underground Rap",0,10,0.0731,-13.521,1,"War With Us",0.19,117.996,4,0.284
0.14,0.488,197930,0.729,"Underground Rap",0,2,0.393,-7.59,1,"No L's",0.24,134.912,4,0.301
0.00388,0.746,132987,0.527,"Underground Rap",0,1,0.296,-6.93,1,"Shotta Flow 2",0.259,131.792,4,0.392
0.118,0.402,156134,0.464,"Underground Rap",0.00146,7,0.0964,-9.729,1,"Bust Back",0.0717,125.873,1,0.129
0.000248,0.529,104591,0.9,"Underground Rap",1.21e-05,1,0.0426,-3.503,1,"Follow God",0.418,180.291,4,0.434
0.000848,0.725,154000,0.893,"Underground Rap",0.000138,0,0.831,-2.278,1,"2 High (feat. $uicideboy$)",0.0558,120.089,4,0.332
0.449,0.879,174621,0.689,"Underground Rap",1.38e-06,7,0.12,-6.77,0,"Smutty - Intro",0.0749,198.128,4,0.899
0.0452,0.874,216007,0.419,"Underground Rap",2.17e-05,11,0.144,-9.212,0,"Watch",0.228,117.101,3,0.164
0.00404,0.708,316500,0.529,"Underground Rap",1.01e-06,1,0.91,-6.046,1,"Trap by My Lonely",0.418,114.97,4,0.222
0.274,0.884,153652,0.903,"Underground Rap",0.000372,6,0.302,-3.672,0,"All Dogs Go To Heaven",0.2,150.044,4,0.839
0.124,0.599,199827,0.622,"Underground Rap",0.00278,10,0.158,-4.313,0,"PTSD",0.264,183.23,4,0.199
0.0105,0.814,121067,0.72,"Underground Rap",0,1,0.456,-4.338,1,"BUKKAKE",0.284,119.955,3,0.711
0.606,0.713,187587,0.47,"Underground Rap",1.35e-05,9,0.306,-8.698,1,"Moon & Stars (feat. Maggie Lindemann)",0.0864,169.036,4,0.0825
0.235,0.795,169613,0.751,"Underground Rap",0,6,0.205,-6.717,1,"Remorse",0.326,182.082,4,0.722
0.0389,0.751,161160,0.472,"Underground Rap",0,8,0.157,-6.979,1,"Caribbean",0.247,155.236,4,0.156
0.027,0.798,182040,0.645,"Underground Rap",0,11,0.112,-6.213,0,"Bathing Ape (feat. OhGeesy & Fenix Flexin)",0.123,189.95,4,0.304
0.029,0.832,314720,0.757,"Underground Rap",0,7,0.463,-4.908,1,"Picture Me Rollin'",0.135,191.81,4,0.449
0.147,0.615,159504,0.674,"Underground Rap",0.000372,0,0.296,-7.991,1,"Violence",0.0805,109.996,4,0.0395
0.294,0.939,124996,0.229,"Underground Rap",0,5,0.0639,-13.913,1,"Tuff",0.173,199.892,4,0.546
0.467,0.756,116100,0.585,"Underground Rap",0,7,0.106,-8.087,0,"Mannequins Are My Best Of Friends",0.039,116.041,4,0.281
0.0969,0.784,157612,0.91,"Underground Rap",0.000476,0,0.346,-3.206,1,"Throw Dat Dope",0.111,133.936,4,0.484
0.196,0.88,170000,0.61,"Underground Rap",0,9,0.105,-5.257,1,"123",0.402,135.993,4,0.383
0.197,0.903,106971,0.643,"Underground Rap",0,10,0.111,-5.669,0,"Putrid Pride",0.0929,110.003,4,0.224
0.0552,0.76,133617,0.623,"Underground Rap",0.0044,11,0.161,-7.803,1,"Aliens Are Ghosts ($UICIDEBOY$ X TRAVIS BARKER)",0.213,139.044,5,0.598
0.0329,0.508,169467,0.821,"Underground Rap",7.05e-06,10,0.594,-7.416,0,"Take_it_Back_v2",0.454,176.51,4,0.345
0.241,0.755,238053,0.594,"Underground Rap",0,7,0.107,-5.906,1,"Tribe (with J. Cole)",0.216,178.929,4,0.237
0.000671,0.87,249933,0.498,"Underground Rap",0.000389,11,0.0551,-12.095,0,"Next Level - Nyte Time Mix",0.29,185.774,4,0.489
0.162,0.839,169214,0.666,"Underground Rap",0,2,0.274,-7.735,1,"Lotto",0.296,140.005,4,0.491
0.00754,0.944,87313,0.752,"Underground Rap",0.0107,11,0.141,-2.625,0,"Let It Eat (feat. Ugly God)",0.135,134.039,4,0.489
0.106,0.923,178005,0.614,"Underground Rap",1.35e-05,4,0.218,-8.047,1,"HOHO!",0.18,199.958,4,0.629
0.209,0.863,95484,0.587,"Underground Rap",0,2,0.0832,-7.455,1,"Break Shit",0.295,186.58,4,0.749
0.193,0.901,196624,0.421,"Underground Rap",0,1,0.0349,-13.216,1,"Switch",0.418,126.944,4,0.651
0.00957,0.87,200945,0.653,"Underground Rap",0,1,0.159,-7.344,1,"Road Run (feat. Shoreline Mafia)",0.229,201.952,4,0.331
0.198,0.599,206453,0.571,"Underground Rap",0,2,0.0969,-4.998,1,"Rich & Sad",0.0665,151.974,4,0.285
0.033,0.94,175387,0.826,"Underground Rap",0,0,0.843,-3.548,1,"Ruthless",0.251,207.896,4,0.839
0.0228,0.755,175760,0.84,"Underground Rap",0,0,0.148,-7.293,1,"Jet Lagged",0.308,145.061,4,0.62
0.164,0.72,177391,0.829,"Underground Rap",0,5,0.341,-6.704,1,"My Feelings (feat. Snoop)",0.301,184.058,4,0.548
0.123,0.766,196091,0.391,"Underground Rap",0.689,11,0.178,-13.672,0,"The Collection",0.109,195.8,4,0.133
0.166,0.795,225344,0.876,"Underground Rap",1.13e-05,11,0.333,-7.162,1,"SUMO | ZUMO",0.0945,123.975,4,0.592
0.0388,0.932,176640,0.547,"Underground Rap",0,0,0.0924,-7.787,0,"223's (feat. 9lokknine)",0.333,189.996,4,0.695
0.0254,0.755,226333,0.702,"Underground Rap",0,11,0.0809,-7.022,1,"One",0.216,179.24,4,0.501
0.0804,0.705,201979,0.471,"Underground Rap",0,2,0.114,-12.866,1,"Super Man",0.847,172.076,3,0.703
0.0359,0.506,210400,0.927,"Underground Rap",0,10,0.17,-5.725,0,"Gorillas",0.343,167.106,4,0.676
0.00248,0.691,119667,0.826,"Underground Rap",0,2,0.116,-8.544,1,"HateToSayIToldYouSo",0.0664,129.377,4,0.231
0.0466,0.859,106606,0.483,"Underground Rap",0.00419,7,0.114,-11.992,1,"Paris",0.125,106.054,4,0.219
0.21,0.69,136274,0.522,"Underground Rap",0.791,11,0.0766,-9.643,0,"Homesick",0.221,155.012,4,0.381
0.176,0.813,115957,0.694,"Underground Rap",3.77e-06,8,0.0641,-7.869,0,"Friday The 13th",0.113,109.962,4,0.194
0.354,0.567,224000,0.515,"Underground Rap",0,6,0.078,-10.265,0,"F.N",0.247,120.1,1,0.321
0.106,0.802,247533,0.697,"Underground Rap",0,1,0.73,-6.126,1,"BET Uncut (feat. Chance The Rapper & Smino)",0.316,159.989,4,0.503
0.163,0.889,144324,0.63,"Underground Rap",0.000432,11,0.0985,-4.028,0,"Jason Statham, Pt. 2",0.289,148.086,4,0.744
0.201,0.844,239413,0.857,"Underground Rap",5.88e-06,10,0.538,-3.74,0,"Whirlwind Thru Cities",0.254,180.564,4,0.72
0.175,0.635,206960,0.512,"Underground Rap",0.0703,2,0.35,-9.749,1,"Time's Up",0.0911,178.958,4,0.489
0.00202,0.966,173926,0.563,"Underground Rap",0,8,0.105,-5.764,1,"Freaky",0.0618,104.991,4,0.363
0.249,0.849,162214,0.501,"Underground Rap",0,10,0.105,-4.322,0,"Dreams",0.225,154.01,4,0.875
0.0688,0.648,254595,0.711,"Underground Rap",0,1,0.0739,-6.64,1,"Raccs",0.422,183.678,5,0.673
0.0162,0.788,260870,0.784,"Underground Rap",3.38e-06,10,0.147,-5.052,0,"Krylon",0.191,184.01,4,0.413
0.308,0.538,182493,0.612,"Underground Rap",0,2,0.213,-6.02,1,"Potato Salad",0.424,168.197,4,0.684
0.0111,0.882,145893,0.689,"Underground Rap",0.033,10,0.0853,-7.691,0,"Devine",0.274,135.116,4,0.319
0.27,0.709,287400,0.787,"Underground Rap",0.00114,1,0.296,-2.377,1,"Fade Away",0.235,151.972,4,0.607
0.00161,0.764,105000,0.528,"Underground Rap",0,1,0.16,-7.247,1,"I <3 My Choppa (feat. Maxo Kream) - Remix",0.248,160.009,4,0.6
0.553,0.853,315912,0.401,"Underground Rap",0,1,0.169,-14.962,1,"Earned It",0.401,132.096,4,0.803
0.13,0.429,180785,0.815,"Underground Rap",0,4,0.316,-5.234,1,"Keep It Moving",0.327,174.633,4,0.513
0.00071,0.746,96039,0.788,"Underground Rap",0.28,1,0.097,-5.926,1,"Sneaky Mane",0.0869,160.032,4,0.435
0.0333,0.756,135724,0.507,"Underground Rap",0.000159,2,0.381,-9.947,1,"Damn Daddy (feat. Ohgeesy)",0.239,195.982,4,0.178
0.271,0.922,210338,0.703,"Underground Rap",0,1,0.227,-4.652,1,"Trip On It",0.259,104.979,4,0.685
0.0676,0.81,108938,0.541,"Underground Rap",0.00204,1,0.126,-9.262,1,"Seth Rogen Is My Eskimo Brother",0.0827,160.064,4,0.436
0.306,0.688,121704,0.32,"Underground Rap",0.00117,0,0.109,-13.037,1,"LifeAsAMelody",0.0515,118.095,4,0.241
0.00273,0.769,232046,0.506,"Underground Rap",0,0,0.0832,-11.658,1,"$UICIDEWAVE//",0.0452,120.004,4,0.102
0.343,0.821,160063,0.684,"Underground Rap",1.58e-06,7,0.234,-5.931,0,"fast (Remix) [feat. Offset & A Boogie Wit da Hoodie]",0.333,200.108,4,0.744
0.018,0.887,123375,0.603,"Underground Rap",0.635,8,0.118,-8.031,1,"Chrome",0.053,139.973,4,0.0705
0.186,0.765,180000,0.71,"Underground Rap",0,10,0.49,-6.642,0,"Shook All Night",0.0436,150.028,4,0.493
0.00622,0.774,164327,0.559,"Underground Rap",7.9e-06,1,0.0736,-7.142,1,"Kratos",0.0406,130.101,4,0.194
0.0258,0.773,204027,0.56,"Underground Rap",0,9,0.328,-5.742,1,"Moolah",0.126,128.091,4,0.26
0.272,0.742,107797,0.472,"Underground Rap",2.96e-05,5,0.107,-5.617,1,"When You Gone",0.0969,155.886,4,0.204
0.15,0.776,201627,0.64,"Underground Rap",0,7,0.0983,-8.058,1,"Heartless (feat. Mustard)",0.183,160.038,4,0.326
0.174,0.665,153183,0.724,"Underground Rap",0,7,0.17,-4.862,0,"Rollin",0.0904,134.914,4,0.406
0.194,0.891,133958,0.785,"Underground Rap",0,9,0.0514,-7.84,1,"Billygoatfreestyle",0.067,114.047,4,0.882
0.499,0.493,180000,0.814,"Underground Rap",0,8,0.104,-6.755,1,"Lonely",0.277,159.538,4,0.303
0.222,0.884,138427,0.445,"Underground Rap",0,1,0.112,-10.58,0,"Unbothered",0.418,125.008,4,0.851
0.165,0.923,110858,0.686,"Underground Rap",0,2,0.109,-7.15,1,"Whiplash'd",0.316,140.06,4,0.557
0.0733,0.683,240800,0.714,"Underground Rap",0,8,0.0611,-7.208,1,"So Ghetto",0.356,184.566,4,0.843
0.0782,0.906,127679,0.7,"Underground Rap",0,0,0.131,-7.496,1,"Deadpool",0.463,139.926,4,0.0609
0.274,0.806,126874,0.702,"Underground Rap",0.138,0,0.323,-6.643,1,"Shattered Amethyst",0.0688,105.975,3,0.182
0.0317,0.484,249522,0.852,"Underground Rap",0,11,0.0547,-4.442,0,"Harder Than You Think",0.274,207.156,4,0.766
0.107,0.774,192608,0.634,"Underground Rap",0,2,0.296,-7.144,1,"Word to the Wise",0.0593,205.862,4,0.5
0.159,0.647,98017,0.669,"Underground Rap",7.12e-05,7,0.113,-7.841,1,"Scars",0.0546,180.054,3,0.559
0.0957,0.803,123400,0.569,"Underground Rap",0,1,0.0976,-6.366,1,"Pull Up",0.0705,190.018,4,0.26
0.122,0.809,83573,0.582,"Underground Rap",0,0,0.223,-4.001,1,"BABYWIPES",0.0986,139.977,4,0.0784
0.11,0.726,162002,0.689,"Underground Rap",0,11,0.0565,-6.062,0,"No Love, No Stress",0.046,179.998,4,0.574
0.325,0.665,181368,0.409,"Underground Rap",1.29e-05,0,0.0747,-10.037,1,"$150 / roll widdit",0.787,151.355,4,0.296
0.36,0.81,267600,0.609,"Underground Rap",0,2,0.157,-9.63,1,"Ill Mind of Hopsin 4",0.359,182.234,4,0.382
0.867,0.724,76983,0.333,"Underground Rap",0.000237,1,0.0986,-14.751,0,"Cutie",0.439,104.02,4,0.409
0.127,0.673,203613,0.502,"Underground Rap",0,2,0.103,-6.645,1,"DRIP DROP (feat. Cyhi The Prynce)",0.432,198.026,4,0.349
0.0246,0.841,283693,0.733,"Underground Rap",0,1,0.174,-5.077,1,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",0.142,130.009,4,0.284
0.273,0.823,157910,0.751,"Underground Rap",0,2,0.0876,-5.158,1,"I'm drunk and I miss you",0.297,108.019,4,0.645
0.536,0.549,253825,0.56,"Underground Rap",0,6,0.0719,-7.908,0,"The Waters",0.423,136.509,4,0.251
0.479,0.936,241440,0.559,"Underground Rap",0,7,0.128,-8.587,0,"Red Room",0.157,112.347,4,0.527
0.0199,0.8,133109,0.736,"Underground Rap",0.000458,3,0.381,-4.277,0,"Swervin",0.0739,118.948,4,0.918
0.271,0.835,122671,0.441,"Underground Rap",0,10,0.13,-10.951,0,"Big Wulf",0.171,130.071,4,0.422
0.323,0.89,142733,0.479,"Underground Rap",0,9,0.259,-9.752,0,"Flu Flamming (Remix) (feat. Lil Yachty & Ohgeesy)",0.426,188.148,4,0.387
0.095,0.757,185806,0.673,"Underground Rap",0,1,0.338,-8.513,1,"Tip Toe (feat. A Boogie Wit da Hoodie)",0.141,185.916,3,0.574
0.05,0.809,126991,0.542,"Underground Rap",0.000401,2,0.114,-7.289,1,"I'm So Cold",0.0608,156.106,4,0.364
0.379,0.761,176533,0.61,"Underground Rap",0,6,0.123,-7.039,1,"The Reaper",0.094,141.955,4,0.479
0.144,0.929,132024,0.7,"Underground Rap",0,0,0.349,-5.595,0,"Broke In A Minute",0.0906,120.009,4,0.802
0.312,0.777,153685,0.711,"Underground Rap",0,0,0.205,-3.902,1,"Euronymous",0.137,139.973,4,0.293
0.071,0.775,161165,0.679,"Underground Rap",0,5,0.109,-6.376,0,"Benihana (feat. Kodak Black)",0.167,153.986,4,0.494
0.0226,0.684,276611,0.859,"Underground Rap",2.19e-05,6,0.0961,-3.442,1,"Bloody Tears",0.171,184.034,4,0.695
0.482,0.672,150395,0.687,"Underground Rap",0.14,4,0.081,-6.075,0,"Trap Mode",0.176,157.953,4,0.386
0.0427,0.888,158000,0.522,"Underground Rap",0,1,0.104,-5.867,1,"Juveniles (feat. YBN Nahmir)",0.0978,196.006,4,0.491
0.3,0.833,176666,0.554,"Underground Rap",0,11,0.159,-7.042,1,"Suburban, Pt. 2 (Remix) [feat. Frosty]",0.579,143.986,4,0.511
0.544,0.567,241737,0.297,"Underground Rap",0.805,5,0.111,-17.703,0,"TheHealingFields",0.042,168.61,4,0.0684
0.13,0.457,333778,0.909,"Underground Rap",0,6,0.48,-4.749,0,"Soul Food II",0.328,174.824,4,0.615
0.453,0.502,123871,0.568,"Underground Rap",0,1,0.11,-7.872,0,"Dracula",0.497,185.893,3,0.588
0.304,0.849,248867,0.521,"Underground Rap",1.65e-06,11,0.115,-12.999,0,"Regulate",0.216,190.53,4,0.763
0.13,0.854,113137,0.617,"Underground Rap",8.31e-06,5,0.109,-12.45,0,"PICTURE PERFECT",0.268,152.974,4,0.975
0.113,0.821,139154,0.651,"Underground Rap",3.49e-06,1,0.248,-5.857,1,"Resin",0.0569,111.01,4,0.123
0.0265,0.842,160952,0.715,"Underground Rap",0.0554,2,0.0831,-6.03,1,"24",0.0912,126.021,4,0.428
0.00035,0.694,236413,0.748,"Underground Rap",0.000286,11,0.0641,-4.564,0,"Boom",0.163,188.304,4,0.937
0.183,0.698,111518,0.524,"Underground Rap",0.000767,1,0.065,-12.905,1,"Don't Judge a Corpse by It's Toe Tag",0.323,114.953,4,0.29
0.0889,0.736,211573,0.903,"Underground Rap",0,10,0.129,-3.235,0,"Young Jesus",0.127,190.094,4,0.457
0.0204,0.895,102468,0.518,"Underground Rap",0,8,0.0953,-8.502,1,"TOOTH FAIRY",0.347,150.038,4,0.881
0.00256,0.695,165965,0.834,"Underground Rap",0,4,0.0851,-7.65,0,"The One",0.247,187.964,4,0.427
0.116,0.574,241307,0.823,"Underground Rap",0,0,0.0898,-4.322,0,"Mama/Show Love (feat. YBN Cordae)",0.124,154.053,4,0.256
0.0026,0.705,169091,0.588,"Underground Rap",0,7,0.0717,-8.584,0,"Date Night",0.0328,130.082,4,0.287
0.326,0.807,74736,0.269,"Underground Rap",0.119,1,0.122,-14.226,1,"WhateverHelpsYouSleep",0.0973,129.912,4,0.238
0.0618,0.808,144973,0.676,"Underground Rap",2.68e-06,4,0.11,-4.902,1,"Move Ya Hips (feat. Nicki Minaj & MadeinTYO)",0.223,144.018,4,0.0763
0.0162,0.845,211500,0.701,"Underground Rap",1.05e-05,1,0.0904,-8.895,1,"Get Over It",0.11,149.982,4,0.551
0.00214,0.583,112520,0.573,"Underground Rap",0,2,0.152,-7.396,1,"yesterday",0.0348,175.844,4,0.129
0.147,0.874,235988,0.443,"Underground Rap",0,5,0.124,-9.628,0,"Rags2Riches 2 (feat. Lil Baby)",0.241,118.004,4,0.298
0.000848,0.682,171334,0.58,"Underground Rap",0.0493,11,0.29,-7.966,1,"Wake Up",0.268,153.244,4,0.62
0.0889,0.79,96052,0.777,"Underground Rap",0.00112,2,0.141,-8.752,1,"Kid Cudi (Remix)",0.339,160.013,4,0.421
0.23,0.819,143084,0.477,"Underground Rap",0,7,0.0434,-12.975,1,"You Never",0.499,160.984,4,0.554
0.847,0.734,95467,0.57,"Underground Rap",2.14e-05,7,0.112,-7.066,0,"Everybody Dies In Their Nightmares",0.133,129.953,4,0.689
0.00825,0.668,144065,0.684,"Underground Rap",0.126,7,0.134,-8.777,0,"Vibe (If I Back It Up)",0.0516,160.033,4,0.205
0.0605,0.948,139651,0.251,"Underground Rap",0.000169,0,0.118,-15.483,1,"Momma Can U Roll My Woods?",0.114,123.962,4,0.316
0.161,0.859,225898,0.676,"Underground Rap",0,4,0.164,-3.994,0,"Need a Hit",0.0465,119.008,4,0.26
0.853,0.313,209107,0.426,"Underground Rap",0.00037,8,0.181,-9.049,1,"4 Gold Chains - (feat. Clams Casino)",0.0435,190.318,4,0.107
0.232,0.719,126521,0.598,"Underground Rap",0,9,0.115,-6.254,1,"SO DONE",0.077,142.592,4,0.303
0.364,0.64,186238,0.925,"Underground Rap",0,9,0.157,-2.948,0,"Get Em Up",0.148,170.232,4,0.737
0.028,0.562,148867,0.549,"Underground Rap",0,9,0.309,-6.394,1,"THE GIVE UP",0.0254,145.02,4,0.314
0.0564,0.75,170658,0.663,"Underground Rap",0,4,0.0583,-5.259,1,"Still Wiz",0.174,180.041,4,0.374
0.0815,0.803,137738,0.711,"Underground Rap",0,8,0.115,-5.563,1,"Middle of the Mall",0.401,159.953,4,0.707
0.1,0.67,153378,0.837,"Underground Rap",0,0,0.375,-2.7,1,"Sk8board P",0.433,150.992,4,0.614
0.393,0.86,150022,0.85,"Underground Rap",0,8,0.118,-7.584,1,"SEPHIROTH",0.504,169.976,4,0.904
0.0808,0.894,161320,0.618,"Underground Rap",0,7,0.558,-4.356,0,"Turks (with Gunna & ft. Travis Scott)",0.129,119.1,4,0.379
0.429,0.709,116898,0.569,"Underground Rap",0.00026,6,0.105,-9.269,0,"Nascar Dashcar",0.364,152.062,4,0.192
0.0179,0.802,227422,0.805,"Underground Rap",0.00181,2,0.0903,-4.408,1,"Germantown",0.0312,113.946,4,0.884
0.46,0.624,174981,0.32,"Underground Rap",0.0159,1,0.137,-8.827,0,"Heroine",0.0906,167.026,4,0.624
0.0195,0.756,128052,0.822,"Underground Rap",1.91e-05,10,0.352,-6.322,1,"Withdrawals/Withdrawals",0.0868,149.954,4,0.476
0.0166,0.392,159080,0.499,"Underground Rap",0,11,0.234,-6.997,1,"driveway",0.0425,135.551,4,0.232
0.044,0.799,234000,0.742,"Underground Rap",0,5,0.0821,-3.203,0,"Badonk (feat. Ying Yang Twins)",0.181,200.136,4,0.521
0.0339,0.724,184664,0.722,"Underground Rap",0,10,0.132,-7.153,0,"Chiraq",0.326,145.7,4,0.246
0.163,0.847,75429,0.601,"Underground Rap",0.787,11,0.11,-6.311,0,"AirplaneMode",0.103,139.996,4,0.548
0.174,0.769,192993,0.445,"Underground Rap",0,1,0.0879,-9.887,1,"Lil Kennedy",0.0465,110.014,4,0.552
0.00151,0.845,190000,0.674,"Underground Rap",0,10,0.439,-7.133,0,"Threatz (feat. Yung Simmie & Robb Bank$)",0.377,123.985,4,0.712
0.012,0.594,215760,0.644,"Underground Rap",1.98e-05,2,0.182,-7.271,1,"Welcome To The Party",0.133,143.129,4,0.233
0.152,0.831,147808,0.63,"Underground Rap",0,2,0.0926,-7.025,1,"Serve",0.178,129.861,4,0.314
0.00436,0.544,159164,0.722,"Underground Rap",1.13e-05,11,0.346,-5.995,1,"Babe Ruth",0.423,178.204,4,0.505
0.00096,0.723,197143,0.459,"Underground Rap",0,11,0.11,-10.259,1,"P.S Fuck You Cunt (feat. Lil Peep)",0.239,139.972,4,0.313
0.127,0.874,201824,0.632,"Underground Rap",0,0,0.0907,-5.297,1,"Trap or Cap",0.296,142.963,4,0.119
0.535,0.787,238760,0.606,"Underground Rap",0,2,0.125,-7.719,1,"Call 4 Backup",0.158,188.03,4,0.264
0.273,0.762,192880,0.809,"Underground Rap",3.99e-05,7,0.333,-5.454,0,"Pac-Man (feat. ScHoolboy Q)",0.0961,192.084,4,0.731
0.136,0.906,235040,0.444,"Underground Rap",6.44e-05,4,0.173,-8.692,0,"No Heart",0.384,140.063,4,0.678
0.0258,0.753,163907,0.78,"Underground Rap",0,9,0.0694,-5.835,1,"Po'ed Up (feat. Gunna)",0.0826,163.962,4,0.534
0.2,0.783,134447,0.929,"Underground Rap",0.00414,11,0.689,0.551,0,"Nails",0.0893,118.03,4,0.152
0.754,0.755,154560,0.517,"Underground Rap",0,4,0.127,-9.804,0,"Elimination",0.0751,129.027,4,0.699
0.0138,0.883,192347,0.507,"Underground Rap",0,1,0.0963,-4.919,1,"Please Forgive (feat. Denzel Curry, IDK, Zombie Juice & ZillaKami)",0.332,141.943,4,0.168
1.89e-05,0.824,115722,0.59,"Underground Rap",1.37e-05,7,0.085,-10.553,1,"My Blunt",0.352,140.931,4,0.315
0.0228,0.845,264947,0.506,"Underground Rap",1.03e-06,1,0.0879,-5.971,1,"Loyal",0.0409,198.102,4,0.647
0.0231,0.803,267076,0.62,"Underground Rap",3.37e-06,10,0.348,-8.005,0,"Troubled Future",0.244,145.029,4,0.683
0.185,0.704,118667,0.572,"Underground Rap",0,3,0.124,-7.107,0,"crash my whip",0.038,180.026,4,0.17
0.0218,0.729,190380,0.538,"Underground Rap",0,7,0.339,-9.63,1,"Crayola",0.152,160.948,4,0.173
0.000417,0.83,124194,0.778,"Underground Rap",0,9,0.0769,-4.321,0,"Bitch",0.222,161.935,4,0.589
0.393,0.463,100260,0.632,"Underground Rap",0,7,0.127,-9.577,1,"Haunt U",0.0525,163.71,4,0.0894
0.0903,0.69,170439,0.733,"Underground Rap",0.0284,0,0.0674,-6.705,1,"Chakra",0.192,137.847,4,0.164
0.0219,0.416,148392,0.333,"Underground Rap",0.77,8,0.112,-10.359,1,"TimTheToolmanTaylor",0.0329,129.985,4,0.0388
0.0452,0.869,111935,0.464,"Underground Rap",0,1,0.0988,-11.486,0,"Explode",0.385,172.486,4,0.433
0.593,0.795,261410,0.582,"Underground Rap",0,6,0.142,-6.442,1,"Roaches",0.336,164.032,4,0.329
0.0123,0.807,193678,0.667,"Underground Rap",0.199,5,0.391,-5.76,0,"Mr. Grim",0.0627,139.97,4,0.165
0.246,0.618,283551,0.693,"Underground Rap",0,7,0.112,-5.943,0,"Do Not Disturb",0.45,170.982,4,0.454
0.00638,0.78,107762,0.433,"Underground Rap",2.26e-06,1,0.175,-10.972,1,"111",0.263,196.114,4,0.434
0.0561,0.508,187237,0.571,"Underground Rap",0,8,0.0897,-10.136,1,"Knock Knock",0.227,119.977,5,0.21
0.626,0.666,166000,0.711,"Underground Rap",2.47e-05,10,0.127,-6.075,0,"Mansion",0.298,164.023,4,0.652
0.309,0.835,207426,0.493,"Underground Rap",3.53e-06,6,0.0984,-13.677,0,"On That",0.348,131.99,4,0.583
0.2,0.722,120267,0.536,"Underground Rap",5.91e-05,1,0.0627,-7.044,1,"ROADRUNNER +",0.455,179.965,4,0.589
0.231,0.723,163416,0.583,"Underground Rap",0,6,0.113,-5.212,0,"Fake Hugs",0.0693,141.021,4,0.469
0.0155,0.6,227763,0.778,"Underground Rap",1.73e-06,1,0.316,-4.324,1,"Cornucopia (feat. Martyrboy)",0.0758,199.85,4,0.335
0.0248,0.842,165140,0.695,"Underground Rap",0.000227,2,0.206,-5.016,1,"Durango '95 (A Real Horror Show)",0.0568,126.99,4,0.358
0.282,0.809,274060,0.684,"Underground Rap",1.44e-06,6,0.241,-3.578,0,"GP4",0.273,170.018,4,0.857
0.339,0.726,120000,0.804,"Underground Rap",0,8,0.735,-5.182,1,"Emotionless (Outro)",0.307,144.064,4,0.551
0.241,0.832,97672,0.758,"Underground Rap",0,11,0.171,-3.254,0,"One Last Look At The Damage",0.195,149.975,4,0.592
0.0881,0.775,174848,0.823,"Underground Rap",0,5,0.309,-4.941,0,"Stupid Again",0.0635,120.059,4,0.65
0.22,0.654,169681,0.819,"Underground Rap",0,6,0.158,-6.216,1,"One Take Freestyle",0.371,176.058,5,0.921
0.0145,0.716,161434,0.739,"Underground Rap",0.8,1,0.115,-8.148,1,"DON'T SAVE ME",0.101,140.001,4,0.0609
0.0802,0.776,186945,0.736,"Underground Rap",0,7,0.159,-4.612,1,"Black & White",0.247,147.946,4,0.233
0.136,0.88,200235,0.728,"Underground Rap",5.42e-05,10,0.338,-6.939,0,"Clout (feat. 21 Savage)",0.205,160.976,4,0.715
0.514,0.741,153129,0.546,"Underground Rap",0,1,0.135,-8.66,0,"Timeout (feat. Pressa)",0.295,162.989,4,0.717
0.15,0.651,166870,0.569,"Underground Rap",0,10,0.0928,-10.156,1,"She Cheated Again",0.324,193.59,4,0.36
0.0319,0.839,185700,0.687,"Underground Rap",9.62e-06,0,0.2,-6.648,1,"Gorgeous",0.0493,200.054,4,0.281
0.261,0.818,168516,0.347,"Underground Rap",7.55e-06,1,0.089,-8.716,1,"World Pain",0.253,113.969,4,0.258
0.000232,0.879,118909,0.376,"Underground Rap",0,1,0.087,-9.113,1,"Coon Classic Freestyle II",0.548,145.978,4,0.171
0.262,0.347,192062,0.997,"Underground Rap",0.000224,1,0.841,1.421,1,"GATES (FEAT. SYRINGE)",0.658,140.087,4,0.172
0.299,0.497,130370,0.765,"Underground Rap",7.56e-05,5,0.795,-5.53,0,"Soulfood",0.0769,134.308,4,0.675
0.466,0.763,217467,0.541,"Underground Rap",0,9,0.0693,-8.843,0,"Flava in Ya Ear",0.329,180.064,4,0.885
0.0188,0.774,218400,0.707,"Underground Rap",2.82e-06,7,0.0882,-6.759,1,"Side 2 Side",0.0513,168.045,4,0.531
0.0129,0.753,195031,0.714,"Underground Rap",0,10,0.208,-4.364,0,"Basilisk",0.137,182.03,4,0.364
0.118,0.537,236032,0.518,"Underground Rap",0,1,0.146,-5.987,1,"Hardaway",0.188,132.527,4,0.427
0.787,0.812,164562,0.385,"Underground Rap",0,10,0.103,-9.676,0,"Molly (feat. Sheff G)",0.416,133.993,4,0.742
